Substances,,occupation/transformation,,amount-notused,unit-notused,,amount,unit
Raw,(unspecified),"Occupation, permanent crop, EG",,7.86194342,m2a,,7.86194E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, EH",,1.02533148,m2a,,1.02533E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, ER",,8.76552757,m2a,,8.76553E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, ES",,5.74244562,m2a,,5.74245E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, ET",,1.65504405,m2a,,1.65504E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, FI",,5.26743931,m2a,,5.26744E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, FJ",,8.30525630,m2a,,8.30526E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, FK",,7.25120824,m2a,,7.25121E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, FM",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, FO",,1.49330876,m2a,,1.49331E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, FR",,1.09660833,m2a,,1.09661E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, fruit",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, fruit, extensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, fruit, intensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GA",,2.64614996,m2a,,2.64615E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GB",,1.90392826,m2a,,1.90393E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, GD",,2.39597088,m2a,,2.39597E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, GE",,2.89073172,m2a,,2.89073E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GF",,2.32074250,m2a,,2.32074E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GH",,2.02071588,m2a,,2.02072E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GI",,3.82117541,m2a,,3.82118E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GL",,6.32038969,m2a,,6.32039E-18,m2a
Raw,(unspecified),"Occupation, permanent crop, GM",,6.12261264,m2a,,6.12261E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, GN",,1.94304414,m2a,,1.94304E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GP",,2.57535200,m2a,,2.57535E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, GQ",,6.74785939,m2a,,6.74786E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GR",,5.18456404,m2a,,5.18456E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GS",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GT",,1.69866295,m2a,,1.69866E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, GU",,3.59535271,m2a,,3.59535E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, GW",,1.02302508,m2a,,1.02303E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, GY",,2.97420000,m2a,,2.9742E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, HK",,1.12392243,m2a,,1.12392E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, HM",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, HN",,1.51742213,m2a,,1.51742E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, HR",,2.05197752,m2a,,2.05198E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, HT",,6.22901530,m2a,,6.22902E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, HU",,2.20345738,m2a,,2.20346E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, ID",,1.03516444,m2a,,1.03516E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, IE",,1.48479344,m2a,,1.48479E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, IL",,1.26979648,m2a,,1.2698E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, IM",,1.32712817,m2a,,1.32713E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, IN",,2.98068387,m2a,,2.98068E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, IO",,2.48455839,m2a,,2.48456E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, IQ",,2.32007579,m2a,,2.32008E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, IR",,6.53861363,m2a,,6.53861E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, irrigated",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, irrigated, extensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, irrigated, intensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, IS",,7.65895932,m2a,,7.65896E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, IT",,3.91065691,m2a,,3.91066E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, JE",,1.76843746,m2a,,1.76844E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, JM",,1.69825757,m2a,,1.69826E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, JO",,5.00069554,m2a,,5.0007E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, JP",,5.75067687,m2a,,5.75068E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, KE",,2.31323459,m2a,,2.31323E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, KG",,7.86060005,m2a,,7.8606E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, KH",,2.93620162,m2a,,2.9362E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, KI",,1.64878522,m2a,,1.64879E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, KM",,2.04790754,m2a,,2.04791E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, KN",,1.50896374,m2a,,1.50896E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, KP",,6.28359903,m2a,,6.2836E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, KR",,1.35797983,m2a,,1.35798E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, KW",,9.43495623,m2a,,9.43496E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, KY",,1.67992875,m2a,,1.67993E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, KZ",,1.86803913,m2a,,1.86804E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, LA",,5.40475349,m2a,,5.40475E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, LB",,4.36083088,m2a,,4.36083E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, LC",,2.26340814,m2a,,2.26341E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, LI",,1.47970387,m2a,,1.4797E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, LK",,3.80466572,m2a,,3.80467E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, LR",,5.68791813,m2a,,5.68792E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, LS",,3.50292938,m2a,,3.50293E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, LT",,1.02328457,m2a,,1.02328E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, LU",,1.73820653,m2a,,1.73821E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, LV",,8.39092737,m2a,,8.39093E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, LY",,5.56650217,m2a,,5.5665E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, MA",,1.06288454,m2a,,1.06288E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MC",,3.56937033,m2a,,3.56937E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MD",,1.36578899,m2a,,1.36579E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, ME",,2.97034132,m2a,,2.97034E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MG",,1.68096590,m2a,,1.68097E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, MH",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MK",,1.96229573,m2a,,1.9623E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, ML",,1.86183710,m2a,,1.86184E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, MM",,3.69873578,m2a,,3.69874E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MN",,1.49690837,m2a,,1.49691E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, MO",,3.42992776,m2a,,3.42993E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MP",,3.59535271,m2a,,3.59535E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, MQ",,2.44264752,m2a,,2.44265E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, MR",,1.08659491,m2a,,1.08659E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, MS",,2.28171370,m2a,,2.28171E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, MT",,6.01052179,m2a,,6.01052E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MU",,7.78738902,m2a,,7.78739E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, MV",,2.48455839,m2a,,2.48456E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, MW",,2.85835754,m2a,,2.85836E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MX",,8.03638484,m2a,,8.03638E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, MY",,1.10868315,m2a,,1.10868E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, MZ",,1.15316662,m2a,,1.15317E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, NA",,8.26236206,m2a,,8.26236E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, NC",,3.59666721,m2a,,3.59667E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, NE",,1.28977881,m2a,,1.28978E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, NF",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, NG",,1.62998199,m2a,,1.62998E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, NI",,1.34179960,m2a,,1.3418E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, NL",,1.76842018,m2a,,1.76842E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, NO",,7.24228165,m2a,,7.24228E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, non-irrigated",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, non-irrigated, extensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, non-irrigated, intensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, NP",,4.34865659,m2a,,4.34866E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, NR",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, NU",,4.03804478,m2a,,4.03804E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, NZ",,7.02036151,m2a,,7.02036E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, OM",,3.55494638,m2a,,3.55495E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, PA",,3.99842647,m2a,,3.99843E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, PE",,7.89984903,m2a,,7.89985E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, PF",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, PG",,1.89376500,m2a,,1.89377E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, PH",,2.99980465,m2a,,2.9998E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, PK",,4.97872971,m2a,,4.97873E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, PL",,2.07428153,m2a,,2.07428E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, PM",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, PR",,1.44546484,m2a,,1.44546E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, PS",,2.85168356,m2a,,2.85168E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, PT",,2.18122775,m2a,,2.18123E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, PW",,3.14098417,m2a,,3.14098E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, PY",,1.37543684,m2a,,1.37544E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, QA",,7.88976625,m2a,,7.88977E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, RAF",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, RAS",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, RE",,7.78738902,m2a,,7.78739E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, RER",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, RLA",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, RNA",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, RO",,4.35698659,m2a,,4.35699E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, RS",,4.59627778,m2a,,4.59628E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, RU",,1.06851823,m2a,,1.06852E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, RW",,9.12992777,m2a,,9.12993E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SA",,1.39258257,m2a,,1.39258E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, SB",,4.99576851,m2a,,4.99577E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, SC",,4.51114197,m2a,,4.51114E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, SD",,2.49222991,m2a,,2.49223E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, SE",,6.48792456,m2a,,6.48792E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, SG",,1.18777225,m2a,,1.18777E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, SH",,8.21799929,m2a,,8.218E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, SI",,1.30338081,m2a,,1.30338E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SJ",,1.58967219,m2a,,1.58967E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, SK",,5.50397019,m2a,,5.50397E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, SL",,4.12852983,m2a,,4.12853E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SM",,3.56937033,m2a,,3.56937E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SN",,4.03250581,m2a,,4.03251E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, SO",,1.01297974,m2a,,1.01298E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SR",,2.53552449,m2a,,2.53552E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SS",,2.49222991,m2a,,2.49223E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, ST",,1.69481059,m2a,,1.69481E-12,m2a
Raw,(unspecified),"Occupation, permanent crop, SV",,1.46777999,m2a,,1.46778E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, SY",,1.23057578,m2a,,1.23058E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, SZ",,2.88314543,m2a,,2.88315E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, TC",,2.75598480,m2a,,2.75598E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, TD",,1.60480038,m2a,,1.6048E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, TF",,4.42252698,m2a,,4.42253E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, TG",,9.94265690,m2a,,9.94266E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, TH",,3.20898941,m2a,,3.20899E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, TJ",,7.70068515,m2a,,7.70069E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, TK",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, TL",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, TM",,3.39815561,m2a,,3.39816E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, TN",,5.91908038,m2a,,5.91908E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, TO",,4.03804478,m2a,,4.03804E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, TR",,2.34230383,m2a,,2.3423E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, TT",,1.55332553,m2a,,1.55333E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, TV",,6.17878100,m2a,,6.17878E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, TW",,5.03013565,m2a,,5.03014E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, TZ",,3.07664187,m2a,,3.07664E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, UA",,2.68643362,m2a,,2.68643E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, UG",,3.30582665,m2a,,3.30583E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, UM",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, UN-OCEANIA",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, US",,9.85350601,m2a,,9.85351E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, UY",,1.29856324,m2a,,1.29856E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, UZ",,3.47041177,m2a,,3.47041E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, VA",,3.91065691,m2a,,3.91066E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, VC",,1.83380483,m2a,,1.8338E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, VE",,6.88585728,m2a,,6.88586E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, VG",,1.34381410,m2a,,1.34381E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, VI",,2.12646437,m2a,,2.12646E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, vine",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, vine, extensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, vine, intensive",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, VN",,5.61212859,m2a,,5.61213E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, VU",,2.58666664,m2a,,2.58667E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, WF",,9.67300180,m2a,,9.673E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, WS",,2.07501393,m2a,,2.07501E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, YE",,9.57669550,m2a,,9.5767E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, YT",,2.04790754,m2a,,2.04791E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, ZA",,6.87521285,m2a,,6.87521E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, ZM",,8.84170080,m2a,,8.8417E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, ZW",,1.05079987,m2a,,1.0508E-15,m2a
Raw,(unspecified),"Occupation, shrub land, sclerophyllous",,2.06196894,m2a,,2.06197E-15,m2a
Raw,(unspecified),"Occupation, sparsely vegetated areas, steppe, tundra, badlands",,2.06196894,m2a,,2.06197E-15,m2a
Raw,(unspecified),"Occupation, traffic area",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, traffic area, rail network",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, traffic area, rail/road embankment",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, traffic area, road embankment",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, traffic area, road network",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, tropical rain forest",,1.18150425,m2a,,1.1815E-16,m2a
Raw,(unspecified),"Occupation, unspecified",,2.48999165,m2a,,2.48999E-15,m2a
Raw,(unspecified),"Occupation, unspecified, used",,2.48999165,m2a,,2.48999E-15,m2a
Raw,(unspecified),"Occupation, urban",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, AD",,1.18028729,m2a,,1.18029E-14,m2a
Raw,(unspecified),"Occupation, urban, AE",,1.61814674,m2a,,1.61815E-16,m2a
Raw,(unspecified),"Occupation, urban, AF",,5.43320427,m2a,,5.4332E-16,m2a
Raw,(unspecified),"Occupation, urban, AG",,1.47698007,m2a,,1.47698E-13,m2a
Raw,(unspecified),"Occupation, urban, AI",,9.02092641,m2a,,9.02093E-14,m2a
Raw,(unspecified),"Occupation, urban, AL",,1.00947300,m2a,,1.00947E-14,m2a
Raw,(unspecified),"Occupation, urban, AM",,3.69245191,m2a,,3.69245E-15,m2a
Raw,(unspecified),"Occupation, urban, AO",,9.04421294,m2a,,9.04421E-16,m2a
Raw,(unspecified),"Occupation, urban, AQ",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, AR",,1.06845461,m2a,,1.06845E-15,m2a
Raw,(unspecified),"Occupation, urban, AS",,3.07221526,m2a,,3.07222E-13,m2a
Raw,(unspecified),"Occupation, urban, AT",,1.95046198,m2a,,1.95046E-15,m2a
Raw,(unspecified),"Occupation, urban, AU",,1.82333665,m2a,,1.82334E-15,m2a
Raw,(unspecified),"Occupation, urban, AW",,1.42171517,m2a,,1.42172E-14,m2a
Raw,(unspecified),"Occupation, urban, AZ",,3.43689951,m2a,,3.4369E-15,m2a
Raw,(unspecified),"Occupation, urban, BA",,1.91435719,m2a,,1.91436E-15,m2a
Raw,(unspecified),"Occupation, urban, BB",,8.43752511,m2a,,8.43753E-14,m2a
Raw,(unspecified),"Occupation, urban, BD",,1.71207189,m2a,,1.71207E-15,m2a
Raw,(unspecified),"Occupation, urban, BE",,2.59400362,m2a,,2.594E-16,m2a
Raw,(unspecified),"Occupation, urban, BF",,3.93983130,m2a,,3.93983E-16,m2a
Raw,(unspecified),"Occupation, urban, BG",,2.28032005,m2a,,2.28032E-15,m2a
Raw,(unspecified),"Occupation, urban, BH",,1.10967023,m2a,,1.10967E-16,m2a
Raw,(unspecified),"Occupation, urban, BI",,5.99270030,m2a,,5.9927E-15,m2a
Raw,(unspecified),"Occupation, urban, BJ",,5.53885758,m2a,,5.53886E-16,m2a
Raw,(unspecified),"Occupation, urban, BM",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, BN",,7.39429175,m2a,,7.39429E-15,m2a
Raw,(unspecified),"Occupation, urban, BO",,3.25642288,m2a,,3.25642E-15,m2a
Raw,(unspecified),"Occupation, urban, BR",,3.35756429,m2a,,3.35756E-15,m2a
Raw,(unspecified),"Occupation, urban, BS",,4.06202434,m2a,,4.06202E-14,m2a
Raw,(unspecified),"Occupation, urban, BT",,9.04470376,m2a,,9.0447E-15,m2a
Raw,(unspecified),"Occupation, urban, BV",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, BW",,4.49984239,m2a,,4.49984E-16,m2a
Raw,(unspecified),"Occupation, urban, BY",,1.67454239,m2a,,1.67454E-16,m2a
Raw,(unspecified),"Occupation, urban, BZ",,1.68282929,m2a,,1.68283E-14,m2a
Raw,(unspecified),"Occupation, urban, CA",,1.44246933,m2a,,1.44247E-16,m2a
Raw,(unspecified),"Occupation, urban, CC",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, CD",,1.81672978,m2a,,1.81673E-15,m2a
Raw,(unspecified),"Occupation, urban, CF",,6.89291802,m2a,,6.89292E-16,m2a
Raw,(unspecified),"Occupation, urban, CG",,1.98710963,m2a,,1.98711E-15,m2a
Raw,(unspecified),"Occupation, urban, CH",,1.92021341,m2a,,1.92021E-15,m2a
Raw,(unspecified),"Occupation, urban, CI",,3.18019021,m2a,,3.18019E-15,m2a
Raw,(unspecified),"Occupation, urban, CK",,7.06153797,m2a,,7.06154E-13,m2a
Raw,(unspecified),"Occupation, urban, CL",,2.34194100,m2a,,2.34194E-15,m2a
Raw,(unspecified),"Occupation, urban, CM",,5.81679251,m2a,,5.81679E-15,m2a
Raw,(unspecified),"Occupation, urban, CN",,1.41801728,m2a,,1.41802E-15,m2a
Raw,(unspecified),"Occupation, urban, CO",,1.84354502,m2a,,1.84355E-14,m2a
Raw,(unspecified),"Occupation, urban, continuously built",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, CR",,4.90560714,m2a,,4.90561E-14,m2a
Raw,(unspecified),"Occupation, urban, CS",,6.85472614,m2a,,6.85473E-16,m2a
Raw,(unspecified),"Occupation, urban, CU",,5.97423612,m2a,,5.97424E-14,m2a
Raw,(unspecified),"Occupation, urban, CV",,1.63671877,m2a,,1.63672E-13,m2a
Raw,(unspecified),"Occupation, urban, CX",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, CY",,3.20275964,m2a,,3.20276E-14,m2a
Raw,(unspecified),"Occupation, urban, CZ",,2.79227009,m2a,,2.79227E-16,m2a
Raw,(unspecified),"Occupation, urban, DE",,2.79732493,m2a,,2.79732E-16,m2a
Raw,(unspecified),"Occupation, urban, discontinuously built",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, DJ",,7.34034949,m2a,,7.34035E-16,m2a
Raw,(unspecified),"Occupation, urban, DK",,2.84586000,m2a,,2.84586E-16,m2a
Raw,(unspecified),"Occupation, urban, DM",,4.02145893,m2a,,4.02146E-13,m2a
Raw,(unspecified),"Occupation, urban, DO",,9.08819465,m2a,,9.08819E-14,m2a
Raw,(unspecified),"Occupation, urban, DZ",,1.91200466,m2a,,1.912E-16,m2a
Raw,(unspecified),"Occupation, urban, EC",,3.71791404,m2a,,3.71791E-14,m2a
Raw,(unspecified),"Occupation, urban, EE",,1.22561948,m2a,,1.22562E-16,m2a
Raw,(unspecified),"Occupation, urban, EG",,8.45133513,m2a,,8.45134E-17,m2a
Raw,(unspecified),"Occupation, urban, EH",,1.11635031,m2a,,1.11635E-16,m2a
Raw,(unspecified),"Occupation, urban, ER",,1.05979760,m2a,,1.0598E-15,m2a
Raw,(unspecified),"Occupation, urban, ES",,8.32703294,m2a,,8.32703E-15,m2a
Raw,(unspecified),"Occupation, urban, ET",,1.96640211,m2a,,1.9664E-15,m2a
Raw,(unspecified),"Occupation, urban, FI",,7.43339286,m2a,,7.43339E-17,m2a
Raw,(unspecified),"Occupation, urban, FJ",,1.26908704,m2a,,1.26909E-13,m2a
Raw,(unspecified),"Occupation, urban, FK",,7.52262956,m2a,,7.52263E-16,m2a
Raw,(unspecified),"Occupation, urban, FM",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, urban, FO",,2.30088865,m2a,,2.30089E-15,m2a
Raw,(unspecified),"Occupation, urban, FR",,1.58162287,m2a,,1.58162E-15,m2a
Raw,(unspecified),"Occupation, urban, GA",,3.19703298,m2a,,3.19703E-15,m2a
Raw,(unspecified),"Occupation, urban, GB",,2.90170757,m2a,,2.90171E-16,m2a
Raw,(unspecified),"Occupation, urban, GD",,3.56381152,m2a,,3.56381E-13,m2a
